TOA5,CR1000,60955,CR1000.Std.26,CPU:NoNameSapFlux_SouthFace.CR1,1705,NN_SF1
TIMESTAMP,Stem_Temp,Dead_Sensor,Good_data1,Bad_Sections,Good_Incomplete,Erratic_Sensor
TS,Deg C,mV,mV,mV,mV,mV
,Avg,Avg,Avg,Avg,Avg,Avg
6/13/15 12:30,19.3,-0.01,0.6,,0.92,0.35
6/13/15 13:00,22.5,-0.01,0.61,,0.92,0.35
6/13/15 13:30,25.27,-0.01,0.61,0.46,0.92,0.36
6/13/15 14:00,27.33,-0.01,0.61,0.46,0.92,0.36
6/13/15 14:30,28.92,-0.01,0.61,0.46,0.92,0.36
6/13/15 15:00,29.69,-0.01,0.61,0.46,0.92,0.36
6/13/15 15:30,29.74,-0.01,0.61,0.46,0.93,0.36
6/13/15 16:00,27.85,-0.01,0.62,0.46,0.93,0.36
6/13/15 16:30,22.91,-0.01,0.62,0.46,0.93,0.37
6/13/15 17:00,19.21,-0.01,0.62,0.46,0.93,0.37
6/13/15 17:30,17.23,-0.01,0.63,0.46,0.93,0.37
6/13/15 18:00,15.99,-0.01,0.63,0.46,0.94,0.37
6/13/15 18:30,15.16,-0.01,0.64,0.47,0.94,0.37
6/13/15 19:00,14.37,0,0.64,0.47,0.94,0.37
6/13/15 19:30,13.54,0,0.65,0.48,0.94,0.37
6/13/15 20:00,12.47,0,0.66,0.48,0.95,0.37
6/13/15 20:30,11.38,0,0.67,0.49,0.95,0.38
6/13/15 21:00,10.25,0,0.68,0.49,0.96,0.38
6/13/15 21:30,9.4,0,0.69,0.49,0.97,0.39
6/13/15 22:00,8.9,0,0.69,0.5,0.97,0.39
6/13/15 22:30,8.78,0,0.7,0.5,0.97,0.39
6/13/15 23:00,8.65,0,0.7,0.5,0.97,0.38
6/13/15 23:30,8.46,0,0.7,0.5,0.97,0.38
6/14/15 0:00,8.3,0,0.7,0.5,0.97,0.38
6/14/15 0:30,8.1,0,0.7,0.5,0.97,0.39
6/14/15 1:00,7.84,0.01,0.7,0.5,0.97,0.38
6/14/15 1:30,7.322,0.01,0.7,0.5,0.97,0.38
6/14/15 2:00,6.636,0.01,0.7,0.5,0.97,0.39
6/14/15 2:30,6.438,0.01,0.7,0.5,0.97,0.39
6/14/15 3:00,6.402,0.01,0.7,0.5,0.97,0.38
6/14/15 3:30,6.498,0.01,0.69,0.5,0.96,0.38
6/14/15 4:00,6.863,0.01,0.69,0.5,0.96,0.38
6/14/15 4:30,7.096,0.01,0.68,0.51,0.96,0.38
6/14/15 5:00,7.024,0.01,0.69,0.51,0.96,0.38
6/14/15 5:30,6.786,0.01,0.69,0.51,0.96,0.38
6/14/15 6:00,6.504,0.01,0.68,0.5,0.96,0.39
6/14/15 6:30,6.432,0.01,0.65,0.5,0.95,0.39
6/14/15 7:00,7.233,0.01,0.62,0.49,0.93,0.39
6/14/15 7:30,9.32,0.01,0.6,0.48,0.92,0.38
6/14/15 8:00,12.51,0.01,0.59,0.47,0.92,0.37
6/14/15 8:30,15.54,0.01,0.59,0.47,0.91,0.37
6/14/15 9:00,17.18,0.01,0.58,0.46,0.91,0.37
6/14/15 9:30,18.46,0.01,0.58,0.45,0.9,0.39
6/14/15 10:00,19.9,0,0.58,0.44,0.9,0.41
6/14/15 10:30,22.16,0,0.58,0.44,0.9,0.36
6/14/15 11:00,22.73,0,0.58,0.44,0.89,0.35
6/14/15 11:30,21.02,0,0.59,0.44,0.9,0.35
6/14/15 12:00,19.54,-0.01,0.6,0.44,0.9,0.35
6/14/15 12:30,20.2,-0.01,0.6,0.44,0.9,0.35
6/14/15 13:00,23.58,-0.01,0.6,0.44,0.9,0.35
6/14/15 13:30,26.22,-0.01,0.6,0.45,0.9,0.34
6/14/15 14:00,28.03,-0.01,0.6,0.45,0.91,0.35
6/14/15 14:30,25.05,-0.01,0.61,0.45,0.91,0.35
6/14/15 15:00,21.74,-0.01,0.62,0.46,0.91,0.36
6/14/15 15:30,18.78,-0.01,0.62,0.46,0.92,0.36
6/14/15 16:00,17.13,-0.01,0.63,0.46,0.92,0.36
6/14/15 16:30,16,-0.01,0.62,0.46,0.92,0.36
6/14/15 17:00,14.98,-0.01,0.63,0.46,0.92,0.36
6/14/15 17:30,14.49,-0.01,0.62,0.46,0.92,0.37
6/14/15 18:00,14.04,-0.01,0.63,0.47,0.93,0.37
6/14/15 18:30,13.6,0,0.63,0.47,0.93,0.37
6/14/15 19:00,13.13,0,0.63,0.47,0.93,0.37
6/14/15 19:30,12.57,0,0.64,0.48,0.93,0.37
6/14/15 20:00,11.67,0,0.65,0.48,0.94,0.37
6/14/15 20:30,10.45,0,0.66,0.48,0.94,0.37
6/14/15 21:00,9.57,0,0.67,0.49,0.94,0.37
6/14/15 21:30,8.6,0,0.68,0.49,0.94,0.37
6/14/15 22:00,7.772,0,0.68,0.49,0.95,0.37
6/14/15 22:30,7.134,0,0.69,0.49,0.95,0.37
6/14/15 23:00,6.796,0,0.69,0.49,0.95,0.37
6/14/15 23:30,6.873,0,0.69,0.49,0.95,0.37
6/15/15 0:00,6.862,0,0.69,0.49,0.95,0.37
6/15/15 0:30,7.01,0,0.7,0.49,0.95,0.37
6/15/15 1:00,6.761,0,0.7,0.49,0.96,0.37
6/15/15 1:30,6.684,0,0.7,0.49,0.96,0.37
6/15/15 2:00,6.069,0.01,0.7,0.49,0.96,0.37
6/15/15 2:30,5.681,0.01,0.7,0.49,0.96,0.37
6/15/15 3:00,5.173,0.01,0.7,0.49,0.96,0.37
6/15/15 3:30,4.745,0.01,0.7,0.49,0.96,0.37
6/15/15 4:00,4.539,0.01,0.69,0.49,0.96,0.37
6/15/15 4:30,4.468,0.01,0.69,0.49,0.96,0.37
6/15/15 5:00,4.306,0.01,0.69,0.49,0.96,0.37
6/15/15 5:30,4.239,0.02,0.69,0.49,0.96,0.37
6/15/15 6:00,4.316,0.02,0.68,0.49,0.96,0.38
6/15/15 6:30,4.605,0.02,0.67,0.49,0.95,0.39
6/15/15 7:00,6.027,0.02,0.64,0.49,0.94,0.39
6/15/15 7:30,8.35,0.02,0.6,0.49,0.92,0.38
6/15/15 8:00,11.24,0.02,0.58,0.48,0.9,0.36
6/15/15 8:30,14.39,0.02,0.58,0.47,0.89,0.36
6/15/15 9:00,16.26,0.02,0.57,0.45,0.89,0.37
6/15/15 9:30,17.65,0.01,0.57,0.45,0.89,0.37
6/15/15 10:00,18.01,0.01,0.58,0.44,0.88,0.39
6/15/15 10:30,20.75,0,0.58,0.43,0.88,0.36
6/15/15 11:00,19.69,0,0.58,0.43,0.88,0.35
6/15/15 11:30,18.07,0,0.59,0.44,0.88,0.35
6/15/15 12:00,16.69,0,0.59,0.43,0.88,0.35
6/15/15 12:30,17.39,0,0.59,0.44,0.88,0.35
6/15/15 13:00,17.47,0,0.59,0.44,0.89,0.35
6/15/15 13:30,17.69,-0.01,0.59,0.44,0.88,0.35
6/15/15 14:00,19.83,-0.01,0.59,0.44,0.88,0.35
6/15/15 14:30,21.71,-0.01,0.59,0.44,0.89,0.35
6/15/15 15:00,20.46,-0.01,0.59,0.45,0.89,0.35
6/15/15 15:30,20.12,-0.01,0.6,0.45,0.89,0.35
6/15/15 16:00,18.07,-0.01,0.6,0.45,0.89,0.35
6/15/15 16:30,15.03,-0.01,0.61,0.46,0.9,0.35
6/15/15 17:00,13.29,-0.01,0.62,0.46,0.9,0.36
6/15/15 17:30,12.69,-0.01,0.63,0.46,0.9,0.36
6/15/15 18:00,12.24,-0.01,0.63,0.46,0.9,0.36
6/15/15 18:30,11.47,-0.01,0.64,0.47,0.91,0.35
6/15/15 19:00,9.82,-0.01,0.65,0.47,0.91,0.35
6/15/15 19:30,7.846,-0.01,0.65,0.47,0.91,0.35
6/15/15 20:00,7.388,-0.01,0.66,0.47,0.92,0.35
6/15/15 20:30,7.193,0,0.67,0.47,0.92,0.35
6/15/15 21:00,7.067,0,0.67,0.47,0.92,0.35
6/15/15 21:30,6.578,0,0.67,0.47,0.92,0.35
6/15/15 22:00,6.343,0,0.68,0.47,0.92,0.35
6/15/15 22:30,6.068,0,0.68,0.47,0.92,0.35
6/15/15 23:00,5.971,0,0.68,0.47,0.92,0.35
6/15/15 23:30,5.711,0,0.68,0.47,0.92,0.35
6/16/15 0:00,5.801,0,0.68,0.47,0.92,0.36
6/16/15 0:30,6.203,0,0.68,0.47,0.92,0.35
6/16/15 1:00,6.147,0,0.68,0.47,0.92,0.35
6/16/15 1:30,6.117,0,0.68,0.47,0.92,0.35
6/16/15 2:00,5.986,0,0.68,0.47,0.92,0.35
6/16/15 2:30,6.029,0,0.67,0.47,0.91,0.35
6/16/15 3:00,6.155,0,0.67,0.47,0.91,0.35
6/16/15 3:30,6.453,0,0.67,0.47,0.91,0.35
6/16/15 4:00,6.403,0,0.67,0.47,0.91,0.35
6/16/15 4:30,6.074,0,0.66,0.47,0.9,0.34
6/16/15 5:00,5.564,0,0.66,0.47,0.9,0.34
6/16/15 5:30,5.277,0,0.66,0.46,0.9,0.34
6/16/15 6:00,5.483,0,0.66,0.46,0.89,0.34
6/16/15 6:30,5.726,0,0.65,0.46,0.89,0.34
6/16/15 7:00,5.951,0,0.65,0.46,0.89,0.34
6/16/15 7:30,6.177,0,0.65,0.46,0.89,0.35
6/16/15 8:00,6.68,0,0.65,0.46,0.89,0.35
6/16/15 8:30,7.652,0,0.65,0.46,0.9,0.35
6/16/15 9:00,9.69,0,0.65,0.46,0.9,0.36
6/16/15 9:30,11.86,0,0.64,0.46,0.89,0.37
6/16/15 10:00,13.73,0,0.61,0.47,0.89,0.4
6/16/15 10:30,16.65,0,0.59,0.47,0.87,0.37
6/16/15 11:00,17.8,0,0.57,0.46,0.85,0.35
6/16/15 11:30,16.28,0,0.57,0.44,0.85,0.34
6/16/15 12:00,15.49,0,0.57,0.43,0.85,0.33
6/16/15 12:30,15.79,0,0.57,0.43,0.86,0.34
6/16/15 13:00,15.52,0,0.58,0.43,0.86,0.34
6/16/15 13:30,16.29,0,0.58,0.43,0.87,0.34
6/16/15 14:00,16.05,0,0.58,0.43,0.86,0.34
6/16/15 14:30,17.63,0,0.57,0.43,0.86,0.34
6/16/15 15:00,19.63,0,0.56,0.43,0.86,0.34
6/16/15 15:30,18.32,0,0.57,0.43,0.86,0.34
6/16/15 16:00,16.83,0,0.57,0.43,0.86,0.34
6/16/15 16:30,15.95,0,0.57,0.43,0.86,0.34
6/16/15 17:00,15.31,0,0.57,0.43,0.86,0.34
6/16/15 17:30,14.47,0,0.58,0.43,0.86,0.34
6/16/15 18:00,13.97,0.01,0.57,0.43,0.86,0.34
6/16/15 18:30,13.32,0.01,0.58,0.44,0.86,0.34
6/16/15 19:00,12.49,0.01,0.59,0.44,0.87,0.34
6/16/15 19:30,11.64,0.01,0.6,0.44,0.87,0.34
6/16/15 20:00,10.87,0.01,0.61,0.45,0.88,0.35
6/16/15 20:30,10.29,0,0.62,0.45,0.88,0.35
6/16/15 21:00,9.36,0,0.62,0.46,0.88,0.35
6/16/15 21:30,8.57,0,0.63,0.46,0.88,0.35
6/16/15 22:00,8.03,0,0.64,0.46,0.89,0.35
6/16/15 22:30,7.809,0,0.64,0.46,0.89,0.35
6/16/15 23:00,7.167,0,0.65,0.46,0.89,0.35
6/16/15 23:30,6.678,0.01,0.65,0.46,0.9,0.35
6/17/15 0:00,6.286,0.01,0.65,0.46,0.9,0.35
6/17/15 0:30,6.027,0.01,0.65,0.46,0.91,0.35
6/17/15 1:00,5.801,0.01,0.65,0.46,0.91,0.36
6/17/15 1:30,5.62,0.01,0.65,0.46,0.91,0.36
6/17/15 2:00,5.447,0.01,0.65,0.47,0.9,0.35
6/17/15 2:30,5.137,0.01,0.65,0.46,0.9,0.36
6/17/15 3:00,5.016,0.01,0.65,0.47,0.91,0.35
6/17/15 3:30,4.805,0.01,0.65,0.47,0.91,0.35
6/17/15 4:00,4.508,0.01,0.65,0.47,0.91,0.35
6/17/15 4:30,4.227,0.01,0.64,0.47,0.91,0.35
6/17/15 5:00,4.017,0.01,0.64,0.47,0.9,0.35
6/17/15 5:30,3.908,0.01,0.64,0.46,0.9,0.35
6/17/15 6:00,3.936,0.01,0.63,0.46,0.9,0.36
6/17/15 6:30,4.682,0.01,0.62,0.46,0.89,0.36
6/17/15 7:00,5.951,0.01,0.59,0.46,0.88,0.36
6/17/15 7:30,8.02,0.01,0.56,0.45,0.86,0.35
6/17/15 8:00,10.94,0,0.55,0.44,0.85,0.34
6/17/15 8:30,13.66,0,0.54,0.43,0.84,0.34
6/17/15 9:00,15.47,0,0.54,0.42,0.83,0.35
6/17/15 9:30,17.1,0,0.54,0.41,0.83,0.36
6/17/15 10:00,18.49,0,0.54,0.4,0.82,0.38
6/17/15 10:30,20.94,-0.01,0.53,0.4,0.82,0.34
6/17/15 11:00,22.02,-0.01,0.53,0.4,0.82,0.33
6/17/15 11:30,20.18,-0.01,0.54,0.4,0.82,0.32
